"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"49","049","5001","61101","1","40.303611","-111.722778","WGS84","Wind Speed - Scalar","1 HOUR","","1993-01-01","1993","001","Knots","None","","24","100.0000","","3.35","","6.9","19",".","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","5001","81102","1","40.303611","-111.722778","WGS84","PM10 Total 0-10um STP","24 HOUR","PM10 24-hour 2006","1993-01-01","1993","001","Micrograms/cubic meter (25 C)","None","","1","100.0000","","43","","43","0","40","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","5001","61102","1","40.303611","-111.722778","WGS84","Wind Direction - Scalar","1 HOUR","","1993-01-01","1993","001","Degrees Compass","None","","24","100.0000","","136.416667","","360","9",".","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","5001","61102","1","40.303611","-111.722778","WGS84","Wind Direction - Scalar","1 HOUR","","1993-01-02","1993","002","Degrees Compass","None","","24","100.0000","","246.958333","","328","10",".","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","5001","61101","1","40.303611","-111.722778","WGS84","Wind Speed - Scalar","1 HOUR","","1993-01-02","1993","002","Knots","None","","24","100.0000","","7.533333","","13.7","16",".","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","5001","81102","1","40.303611","-111.722778","WGS84","PM10 Total 0-10um STP","24 HOUR","PM10 24-hour 2006","1993-01-02","1993","002","Micrograms/cubic meter (25 C)","None","","1","100.0000","","19","","19","0","18","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","5001","61101","1","40.303611","-111.722778","WGS84","Wind Speed - Scalar","1 HOUR","","1993-01-03","1993","003","Knots","None","","24","100.0000","","2.908333","","5.9","1",".","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","5001","61102","1","40.303611","-111.722778","WGS84","Wind Direction - Scalar","1 HOUR","","1993-01-03","1993","003","Degrees Compass","None","","24","100.0000","","157.208333","","328","3",".","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","5001","81102","1","40.303611","-111.722778","WGS84","PM10 Total 0-10um STP","24 HOUR","PM10 24-hour 2006","1993-01-03","1993","003","Micrograms/cubic meter (25 C)","None","","1","100.0000","","22","","22","0","20","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","5001","61101","1","40.303611","-111.722778","WGS84","Wind Speed - Scalar","1 HOUR","","1993-01-04","1993","004","Knots","None","","24","100.0000","","1.970833","","4.1","0",".","Y","","Utah","Utah","Orem","UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER","300 NORTH 1200 WEST OREM UTAH","Provo-Orem, UT","AQS Data Mart"
