"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"49","049","4001","88401","5","40.341389","-111.713611","WGS84","Reconstructed Mass PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","4.10247","","4.10247","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88329","5","40.341389","-111.713611","WGS84","EC1 PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.452","","0.452","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88330","5","40.341389","-111.713611","WGS84","EC2 PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.06","","0.06","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88376","5","40.341389","-111.713611","WGS84","OC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.397","","0.397","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88381","5","40.341389","-111.713611","WGS84","EC PM2.5 LC TOT","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.293","","0.293","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88382","5","40.341389","-111.713611","WGS84","OC PM2.5 LC TOT","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","1.09529","","1.09529","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68118","5","40.341389","-111.713611","WGS84","Average Ambient Pressure for URG3000N","24 HOUR","","2025-01-01","2025","001","Millimeters (mercury)","None","","1","100.0000","","644","","644","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68112","5","40.341389","-111.713611","WGS84","Sample Flow Rate CV - Nylon Filter","24 HOUR","","2025-01-01","2025","001","Percent","None","","1","100.0000","","0.9","","0.9","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68113","5","40.341389","-111.713611","WGS84","Sample Flow Rate CV - Quartz Filter","24 HOUR","","2025-01-01","2025","001","Percent","None","","1","100.0000","","0.3","","0.3","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88327","5","40.341389","-111.713611","WGS84","OC4 PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.281","","0.281","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88328","5","40.341389","-111.713611","WGS84","OP PM2.5 LC TOR","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.138","","0.138","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88379","5","40.341389","-111.713611","WGS84","OP PM2.5 LC TOT","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.223","","0.223","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68117","5","40.341389","-111.713611","WGS84","Average Ambient Temperature for URG3000N","24 HOUR","","2025-01-01","2025","001","Degrees Centigrade","None","","1","100.0000","","2.4","","2.4","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88326","5","40.341389","-111.713611","WGS84","OC3 PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.353","","0.353","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68116","5","40.341389","-111.713611","WGS84","Sample Volume - Quartz Filter","24 HOUR","","2025-01-01","2025","001","Cubic meter","None","","1","100.0000","","31.5","","31.5","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88324","5","40.341389","-111.713611","WGS84","OC1 PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.021","","0.021","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88321","5","40.341389","-111.713611","WGS84","EC PM2.5 LC TOR","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.378","","0.378","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68111","5","40.341389","-111.713611","WGS84","Sample Flow Rate CV - Teflon Filter","24 HOUR","","2025-01-01","2025","001","Percent","None","","1","100.0000","","0.9","","0.9","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68108","2","40.341389","-111.713611","WGS84","Average Ambient Pressure","24 HOUR","","2025-01-01","2025","001","Millimeters (mercury)","None","","1","100.0000","","644","","644","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88385","5","40.341389","-111.713611","WGS84","EC3 CSN_Rev Unadjusted PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.00418","","0.00418","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68115","5","40.341389","-111.713611","WGS84","Sample Volume - Nylon Filter","24 HOUR","","2025-01-01","2025","001","Cubic meter","None","","1","100.0000","","9.7","","9.7","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68109","2","40.341389","-111.713611","WGS84","Elapsed Sample Time","24 HOUR","","2025-01-01","2025","001","Minutes","None","","1","100.0000","","1440","","1440","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68105","2","40.341389","-111.713611","WGS84","Average Ambient Temperature","24 HOUR","","2025-01-01","2025","001","Degrees Centigrade","None","","1","100.0000","","0.2","","0.2","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68107","2","40.341389","-111.713611","WGS84","Sample Max Baro Pressure","24 HOUR","","2025-01-01","2025","001","Millimeters (mercury)","None","","1","100.0000","","646","","646","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88355","5","40.341389","-111.713611","WGS84","OC CSN_Rev Unadjusted PM2.5 LC TOT","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","1.206","","1.206","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68106","2","40.341389","-111.713611","WGS84","Sample Min Baro Pressure","24 HOUR","","2025-01-01","2025","001","Millimeters (mercury)","None","","1","100.0000","","642","","642","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88325","5","40.341389","-111.713611","WGS84","OC2 PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.224","","0.224","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88331","5","40.341389","-111.713611","WGS84","EC3 PM2.5 LC","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","0.005","","0.005","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88320","5","40.341389","-111.713611","WGS84","OC PM2.5 LC TOR","24 HOUR","","2025-01-01","2025","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","1.009","","1.009","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","63102","5","40.341389","-111.713611","WGS84","Light Absorption Coeffiecient","24 HOUR","","2025-01-01","2025","001","Inverse 100 Megameters","None","","1","100.0000","","0.040265","","0.0402647","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
