"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"49","049","4001","81102","4","40.341389","-111.713611","WGS84","PM10 Total 0-10um STP","1 HOUR","","2014-01-01","2014","001","Micrograms/cubic meter (25 C)","None","","24","100.0000","","29","","72","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","81102","4","40.341389","-111.713611","WGS84","PM10 Total 0-10um STP","24-HR BLK AVG","PM10 24-hour 2006","2014-01-01","2014","001","Micrograms/cubic meter (25 C)","None","","1","100.0000","","29","","29","23","27","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68101","1","40.341389","-111.713611","WGS84","Sample Flow Rate- CV","24 HOUR","","2014-01-01","2014","001","Percent","None","","1","100.0000","","0","","0","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88502","3","40.341389","-111.713611","WGS84","Acceptable PM2.5 AQI & Speciation Mass","1 HOUR","","2014-01-01","2014","001","Micrograms/cubic meter (LC)","None","","24","100.0000","","40.725","","73.1","1",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88502","3","40.341389","-111.713611","WGS84","Acceptable PM2.5 AQI & Speciation Mass","24-HR BLK AVG","","2014-01-01","2014","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","40.7","","40.7","23","114","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88101","4","40.341389","-111.713611","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2012","2014-01-01","2014","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","40.7","","40.7","0","114","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88101","4","40.341389","-111.713611","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 Annual 2012","2014-01-01","2014","001","Micrograms/cubic meter (LC)","None","","1","100.0000","","40.7","","40.7","0","114","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","88101","4","40.341389","-111.713611","WGS84","PM2.5 - Local Conditions","1 HOUR","","2014-01-01","2014","001","Micrograms/cubic meter (LC)","None","","24","100.0000","","40.725","","73.1","1",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68102","1","40.341389","-111.713611","WGS84","Sample Volume","24 HOUR","","2014-01-01","2014","001","Cubic meter","None","","1","100.0000","","24.1","","24.1","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","62201","1","40.341389","-111.713611","WGS84","Relative Humidity","1 HOUR","","2014-01-01","2014","001","Percent relative humidity","None","","24","100.0000","","75.041667","","84","2",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","62101","1","40.341389","-111.713611","WGS84","Outdoor Temperature","1 HOUR","","2014-01-01","2014","001","Degrees Fahrenheit","None","","24","100.0000","","31.791667","","39","14",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","61102","1","40.341389","-111.713611","WGS84","Wind Direction - Scalar","1 HOUR","","2014-01-01","2014","001","Degrees Compass","None","","24","100.0000","","160.208333","","324","5",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","61101","1","40.341389","-111.713611","WGS84","Wind Speed - Scalar","1 HOUR","","2014-01-01","2014","001","Knots","None","","24","100.0000","","1.933333","","3.6","14",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68108","1","40.341389","-111.713611","WGS84","Average Ambient Pressure","24 HOUR","","2014-01-01","2014","001","Millimeters (mercury)","None","","1","100.0000","","646","","646","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","81102","2","40.341389","-111.713611","WGS84","PM10 Total 0-10um STP","24 HOUR","PM10 24-hour 2006","2014-01-01","2014","001","Micrograms/cubic meter (25 C)","None","","1","100.0000","","49","","49","0","45","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
"49","049","4001","68109","1","40.341389","-111.713611","WGS84","Elapsed Sample Time","24 HOUR","","2014-01-01","2014","001","Minutes","None","","1","100.0000","","1439","","1439","0",".","Y","","Utah","Utah","Lindon","Lindon","30 NORTH MAIN STREET, LINDON, UTAH","Provo-Orem, UT","AQS Data Mart"
